c1.diseaseId	c1.name	c1.STY	c1.MESH	c1.diseaseClassName	c1.doName	c1.type	c1.OMIM	c2.symbol	c2.geneId	c2.uniprotId	c2.description	c2.DPI	c2.DSI	c2.pantherName	c0.score	c0.EI	c0.Npmids	c0.Nsnps	c0.source	c3.Ndiseases
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	APOA1	335	P02647	apolipoprotein A1	0.857	0.443	null	2.747267842131E-4	1.0	1	1	ALL	251
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	HTR1B	3351	P28222	5-hydroxytryptamine receptor 1B	0.464	0.546	receptor	2.747267842131E-4	1.0	1	0	ALL	90
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	IAPP	3375	P10997	islet amyloid polypeptide	0.607	0.548	signaling molecule	2.747267842131E-4	1.0	1	0	ALL	89
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ICAM1	3383	P05362	intercellular adhesion molecule 1	0.893	0.373	cell adhesion molecule; signaling molecule	2.747267842131E-4	1.0	1	2	ALL	502
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	HCAR2	338442	Q8TDS4	hydroxycarboxylic acid receptor 2	0.429	0.657	receptor	2.747267842131E-4	1.0	1	0	ALL	30
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	IDUA	3425	P35475	iduronidase, alpha-L-	0.714	0.466	hydrolase	2.747267842131E-4	0.0	1	0	ALL	200
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	HSD17B13	345275	Q7Z5P4	hydroxysteroid 17-beta dehydrogenase 13	0.321	0.668	oxidoreductase	2.747267842131E-4	1.0	1	0	ALL	27
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	IL7	3574	P13232	interleukin 7	0.714	0.495	signaling molecule	2.747267842131E-4	0.0	1	0	ALL	150
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	IL13RA1	3597	P78552	interleukin 13 receptor subunit alpha 1	0.429	0.714	defense/immunity protein; signaling molecule	2.747267842131E-4	1.0	1	0	ALL	17
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	AR	367	P10275	androgen receptor	0.857	0.358	transcription factor; receptor; nucleic acid binding	2.747267842131E-4	1.0	1	0	ALL	585
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ITGAM	3684	P11215	integrin subunit alpha M	0.75	0.47	null	2.747267842131E-4	1.0	1	0	ALL	192
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ARF3	377	P61204	ADP ribosylation factor 3	0.321	0.721	enzyme modulator	2.747267842131E-4	1.0	1	0	ALL	16
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	KLC1	3831	Q07866	kinesin light chain 1	0.357	0.703	null	2.747267842131E-4	0.0	1	0	ALL	19
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	LAMB2	3913	P55268	laminin subunit beta 2	0.464	0.602	extracellular matrix protein; receptor	2.747267842131E-4	1.0	1	0	ALL	52
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	RPSA	3921	P08865	ribosomal protein SA	0.679	0.537	nucleic acid binding	2.747267842131E-4	1.0	1	1	ALL	99
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	LBP	3929	P18428	lipopolysaccharide binding protein	0.643	0.591	defense/immunity protein; transfer/carrier protein	2.747267842131E-4	1.0	1	0	ALL	58
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	LIF	3976	P15018	leukemia inhibitory factor	0.714	0.508	signaling molecule	2.747267842131E-4	1.0	1	0	ALL	132
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	LIFR	3977	P42702	leukemia inhibitory factor receptor alpha	0.679	0.49	defense/immunity protein; signaling molecule	2.747267842131E-4	1.0	1	0	ALL	158
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	LIG4	3981	P49917	DNA ligase 4	0.821	0.453	ligase; nucleic acid binding	2.747267842131E-4	1.0	1	0	ALL	227
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	LRP1	4035	Q07954	LDL receptor related protein 1	0.714	0.521	extracellular matrix protein; receptor	2.747267842131E-4	1.0	1	0	ALL	116
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	LRP2	4036	P98164	LDL receptor related protein 2	0.679	0.503	extracellular matrix protein; receptor	2.747267842131E-4	1.0	1	0	ALL	139
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	LSAMP	4045	Q13449	limbic system-associated membrane protein	0.679	0.619	receptor	2.747267842131E-4	1.0	1	0	ALL	44
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	LTF	4057	P02788	lactotransferrin	0.75	0.555	transfer/carrier protein; protease; hydrolase	2.747267842131E-4	1.0	1	0	ALL	83
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ARNTL	406	O00327	aryl hydrocarbon receptor nuclear translocator like	0.679	0.546	transcription factor	2.747267842131E-4	1.0	1	0	ALL	90
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CD180	4064	Q99467	CD180 molecule	0.393	0.768	extracellular matrix protein; receptor	2.747267842131E-4	1.0	1	0	ALL	10
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MIR126	406913	null	microRNA 126	0.643	0.503	null	2.747267842131E-4	1.0	1	0	ALL	139
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MIR132	406921	null	microRNA 132	0.75	0.573	null	2.747267842131E-4	1.0	1	0	ALL	69
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MIR19B1	406980	null	microRNA 19b-1	0.571	0.61	null	2.747267842131E-4	1.0	1	0	ALL	48
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MIR22	407004	null	microRNA 22	0.643	0.558	null	2.747267842131E-4	1.0	1	0	ALL	80
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MIR29A	407021	null	microRNA 29a	0.679	0.516	null	2.747267842131E-4	1.0	1	0	ALL	122
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MIR29C	407026	null	microRNA 29c	0.5	0.572	null	2.747267842131E-4	1.0	1	0	ALL	70
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MIR320A	407037	null	microRNA 320a	0.571	0.612	null	2.747267842131E-4	1.0	1	0	ALL	47
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MIR34C	407042	null	microRNA 34c	0.5	0.608	null	2.747267842131E-4	1.0	1	0	ALL	49
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MBP	4155	P02686	myelin basic protein	0.786	0.525	structural protein	2.747267842131E-4	1.0	1	0	ALL	111
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MGMT	4255	P16455	O-6-methylguanine-DNA methyltransferase	0.786	0.429	transferase; nucleic acid binding	2.747267842131E-4	1.0	1	0	ALL	289
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	AFF1	4299	P51825	AF4/FMR2 family member 1	0.393	0.693	transcription factor	2.747267842131E-4	1.0	1	0	ALL	21
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ASIP	434	P42127	agouti signaling protein	0.464	0.628	signaling molecule	2.747267842131E-4	0.0	1	0	ALL	40
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MOG	4340	Q16653	myelin oligodendrocyte glycoprotein	0.607	0.594	ligase	2.747267842131E-4	1.0	1	0	ALL	56
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ASNA1	439	O43681	arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)	0.036	1.0	transporter; phosphatase; hydrolase	2.747267842131E-4	1.0	1	0	ALL	1
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MIR335	442904	null	microRNA 335	0.5	0.594	null	2.747267842131E-4	1.0	1	0	ALL	56
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MSRA	4482	Q9UJ68	methionine sulfoxide reductase A	0.5	0.636	oxidoreductase	2.747267842131E-4	1.0	1	0	ALL	37
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MT1E	4493	P04732	metallothionein 1E	0.607	0.648	null	2.747267842131E-4	0.0	1	0	ALL	33
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MTX1	4580	Q13505	metaxin 1	0.357	0.657	null	2.747267842131E-4	1.0	1	2	ALL	30
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MYOC	4653	Q99972	myocilin	0.393	0.619	structural protein; receptor	2.747267842131E-4	1.0	1	1	ALL	44
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	NAGLU	4669	P54802	N-acetyl-alpha-glucosaminidase	0.571	0.568	null	2.747267842131E-4	1.0	1	1	ALL	73
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	NBL1	4681	P41271	neuroblastoma 1, DAN family BMP antagonist	0.143	0.819	null	2.747267842131E-4	1.0	1	0	ALL	6
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	NCAM1	4684	P13591	neural cell adhesion molecule 1	0.786	0.432	cell adhesion molecule; phosphatase; hydrolase; defense/immunity protein; receptor	2.747267842131E-4	1.0	1	0	ALL	281
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	NDN	4692	Q99608	necdin, MAGE family member	0.536	0.538	cell adhesion molecule; nucleic acid binding	2.747267842131E-4	1.0	1	0	ALL	98
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ATM	472	Q13315	ATM serine/threonine kinase	0.893	0.375	transferase; kinase; nucleic acid binding	2.747267842131E-4	1.0	1	0	ALL	493
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	NEDD8	4738	Q15843	neural precursor cell expressed, developmentally down-regulated 8	0.393	0.68	nucleic acid binding	2.747267842131E-4	1.0	1	0	ALL	24
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	NEFL	4747	P07196	neurofilament light	0.536	0.541	cytoskeletal protein; structural protein	2.747267842131E-4	1.0	1	0	ALL	95
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	NEK1	4750	Q96PY6	NIMA related kinase 1	0.5	0.631	null	2.747267842131E-4	1.0	1	0	ALL	39
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ACO1	48	P21399	aconitase 1	0.536	0.645	lyase	2.747267842131E-4	1.0	1	0	ALL	34
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	NSF	4905	P46459	N-ethylmaleimide sensitive factor, vesicle fusing ATPase	0.5	0.693	hydrolase	2.747267842131E-4	0.0	1	2	ALL	21
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	BDNF-AS	497258	null	BDNF antisense RNA	0.286	0.709	null	2.747267842131E-4	1.0	1	4	ALL	18
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	P4HB	5034	P07237	prolyl 4-hydroxylase subunit beta	0.75	0.513	null	2.747267842131E-4	1.0	1	0	ALL	125
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PEBP1	5037	P30086	phosphatidylethanolamine binding protein 1	0.75	0.525	null	2.747267842131E-4	1.0	1	0	ALL	111
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PCMT1	5110	P22061	protein-L-isoaspartate (D-aspartate) O-methyltransferase	0.286	0.741	transferase	2.747267842131E-4	1.0	1	0	ALL	13
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PCNT	5116	O95613	pericentrin	0.679	0.492	enzyme modulator; nucleic acid binding; hydrolase	2.747267842131E-4	1.0	1	0	ALL	155
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PCYT1A	5130	P49585	phosphate cytidylyltransferase 1, choline, alpha	0.679	0.526	transferase	2.747267842131E-4	1.0	1	0	ALL	110
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PDCD2	5134	Q16342	programmed cell death 2	0.321	0.727	transcription factor	2.747267842131E-4	1.0	1	0	ALL	15
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ISYNA1	51477	Q9NPH2	inositol-3-phosphate synthase 1	0.75	0.542	null	2.747267842131E-4	1.0	1	0	ALL	94
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	HSD17B7	51478	P56937	hydroxysteroid 17-beta dehydrogenase 7	0.536	0.586	oxidoreductase	2.747267842131E-4	1.0	1	0	ALL	61
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PDE1B	5153	Q01064	phosphodiesterase 1B	0.393	0.768	hydrolase	2.747267842131E-4	1.0	1	0	ALL	10
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	SIRT7	51547	Q9NRC8	sirtuin 7	0.393	0.639	nucleic acid binding; hydrolase	2.747267842131E-4	0.0	1	0	ALL	36
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	RAB6B	51560	Q9NRW1	RAB6B, member RAS oncogene family	0.286	0.727	null	2.747267842131E-4	1.0	1	0	ALL	15
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	VPS29	51699	Q9UBQ0	VPS29, retromer complex component	0.036	0.889	membrane traffic protein	2.747267842131E-4	1.0	1	0	ALL	3
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PECAM1	5175	P16284	platelet and endothelial cell adhesion molecule 1	0.786	0.461	cell adhesion molecule	2.747267842131E-4	1.0	1	0	ALL	211
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	SERPINF1	5176	P36955	serpin family F member 1	0.607	0.494	enzyme modulator	2.747267842131E-4	1.0	1	0	ALL	151
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	INPP5K	51763	Q9BT40	inositol polyphosphate-5-phosphatase K	0.107	0.79	phosphatase; hydrolase	2.747267842131E-4	1.0	1	0	ALL	8
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	TUBA8	51807	Q08426;Q9NY65	tubulin alpha 8	0.321	0.654	cytoskeletal protein; isomerase; oxidoreductase; lyase	2.747267842131E-4	1.0	1	0	ALL	31
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PER1	5187	O15534	period circadian clock 1	0.714	0.578	transcription factor	2.747267842131E-4	1.0	1	0	ALL	66
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	CFP	5199	P27918	complement factor properdin	0.464	0.661	null	2.747267842131E-4	1.0	1	0	ALL	29
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PHF1	5252	O43189	PHD finger protein 1	0.429	0.714	nucleic acid binding	2.747267842131E-4	1.0	1	0	ALL	17
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PLD2	5338	O14939	phospholipase D2	0.536	0.631	null	2.747267842131E-4	1.0	1	0	ALL	39
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PLG	5340	P00747	plasminogen	0.821	0.399	protease; hydrolase	2.747267842131E-4	1.0	1	0	ALL	387
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PLEK	5341	P08567	pleckstrin	0.643	0.628	cytoskeletal protein	2.747267842131E-4	1.0	1	0	ALL	40
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PNOC	5368	Q13519	prepronociceptin	0.464	0.654	signaling molecule	2.747267842131E-4	1.0	1	0	ALL	31
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ATP6AP1	537	Q15904	ATPase H+ transporting accessory protein 1	0.643	0.564	transporter; hydrolase	2.747267842131E-4	0.0	1	0	ALL	76
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PMP22	5376	Q01453	peripheral myelin protein 22	0.714	0.479	cytoskeletal protein	2.747267842131E-4	1.0	1	0	ALL	176
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ATP7A	538	Q04656	ATPase copper transporting alpha	0.714	0.46	transporter; hydrolase	2.747267842131E-4	1.0	1	0	ALL	212
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	POLB	5423	P06746	DNA polymerase beta	0.643	0.593	nucleic acid binding	2.747267842131E-4	1.0	1	0	ALL	57
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	EGLN1	54583	Q9GZT9	egl-9 family hypoxia inducible factor 1	0.429	0.589	null	2.747267842131E-4	1.0	1	0	ALL	59
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ATRX	546	P46100	ATRX, chromatin remodeler	0.679	0.445	nucleic acid binding	2.747267842131E-4	1.0	1	0	ALL	246
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	UGT1A9	54600	O60656	UDP glucuronosyltransferase family 1 member A9	0.571	0.626	null	2.747267842131E-4	1.0	1	0	ALL	41
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PPARA	5465	Q07869	peroxisome proliferator activated receptor alpha	0.857	0.452	transcription factor; receptor; nucleic acid binding	2.747267842131E-4	1.0	1	0	ALL	230
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PPARD	5467	Q03181	peroxisome proliferator activated receptor delta	0.643	0.517	transcription factor; receptor; nucleic acid binding	2.747267842131E-4	1.0	1	0	ALL	120
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PPID	5481	Q08752	peptidylprolyl isomerase D	0.536	0.661	isomerase	2.747267842131E-4	1.0	1	0	ALL	29
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ANKHD1	54882	Q8IWZ3	ankyrin repeat and KH domain containing 1	0.25	0.79	null	2.747267842131E-4	1.0	1	0	ALL	8
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	THAP1	55145	Q9NVV9	THAP domain containing 1	0.321	0.654	nucleic acid binding	2.747267842131E-4	1.0	1	0	ALL	31
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MAP1S	55201	Q66K74	microtubule associated protein 1S	0.393	0.721	cytoskeletal protein	2.747267842131E-4	1.0	1	0	ALL	16
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PPP2R2B	5521	Q00005	protein phosphatase 2 regulatory subunit Bbeta	0.536	0.584	phosphatase; hydrolase	2.747267842131E-4	1.0	1	0	ALL	62
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ADI1	55256	Q9BV57	acireductone dioxygenase 1	0.571	0.693	oxidoreductase	2.747267842131E-4	1.0	1	0	ALL	21
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	QRSL1	55278	Q9H0R6	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1	0.5	0.569	transferase; ligase; hydrolase	2.747267842131E-4	1.0	1	0	ALL	72
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	RHOT1	55288	Q8IXI2	ras homolog family member T1	0.179	0.804	enzyme modulator	2.747267842131E-4	1.0	1	0	ALL	7
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	FBXW7	55294	Q969H0	F-box and WD repeat domain containing 7	0.714	0.503	null	2.747267842131E-4	1.0	1	0	ALL	139
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	GPRC5D	55507	Q9NZD1	G protein-coupled receptor class C group 5 member D	0.429	0.676	receptor	2.747267842131E-4	1.0	1	0	ALL	25
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	SAGE1	55511	Q9NXZ1	sarcoma antigen 1	0.571	0.623	nucleic acid binding	2.747267842131E-4	1.0	1	0	ALL	42
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PRH1	5554	P02810	proline rich protein HaeIII subfamily 1	0.857	0.466	null	2.747267842131E-4	1.0	1	0	ALL	200
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PRH2	5555	P02810	proline rich protein HaeIII subfamily 2	0.786	0.468	null	2.747267842131E-4	1.0	1	0	ALL	197
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	ARFGAP1	55738	Q8N6T3	ADP ribosylation factor GTPase activating protein 1	0.143	0.86	enzyme modulator; nucleic acid binding	2.747267842131E-4	1.0	1	0	ALL	4
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PRKAR1B	5575	P31321	protein kinase cAMP-dependent type I regulatory subunit beta	0.214	0.768	null	2.747267842131E-4	1.0	1	0	ALL	10
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PRKAR2A	5576	P13861	protein kinase cAMP-dependent type II regulatory subunit alpha	0.286	0.779	null	2.747267842131E-4	1.0	1	0	ALL	9
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PRKCD	5580	Q05655	protein kinase C delta	0.714	0.507	transfer/carrier protein; transferase; calcium-binding protein; kinase	2.747267842131E-4	1.0	1	0	ALL	133
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PSENEN	55851	Q9NZ42	presenilin enhancer gamma-secretase subunit	0.179	0.779	null	2.747267842131E-4	1.0	1	0	ALL	9
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	GPRC5C	55890	Q9NQ84	G protein-coupled receptor class C group 5 member C	0.393	0.693	receptor	2.747267842131E-4	1.0	1	0	ALL	21
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MYO5C	55930	Q9NQX4	myosin VC	0.107	0.838	cell junction protein; cytoskeletal protein; enzyme modulator	2.747267842131E-4	1.0	1	0	ALL	5
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	MAP2K6	5608	P52564	mitogen-activated protein kinase kinase 6	0.536	0.684	null	2.747267842131E-4	1.0	1	0	ALL	23
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PRL	5617	P01236	prolactin	0.821	0.451	signaling molecule	2.747267842131E-4	1.0	1	0	ALL	231
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PSPN	5623	O60542	persephin	0.357	0.741	signaling molecule	2.747267842131E-4	1.0	1	0	ALL	13
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	HTRA1	5654	Q92743	HtrA serine peptidase 1	0.643	0.534	protease; chaperone; hydrolase	2.747267842131E-4	1.0	1	0	ALL	102
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PSEN2	5664	P49810	presenilin 2	0.607	0.54	signaling molecule; calcium-binding protein; protease; hydrolase	2.747267842131E-4	1.0	1	1	ALL	96
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	PSMA2	5683	P25787	proteasome subunit alpha 2	0.143	0.889	null	2.747267842131E-4	1.0	1	0	ALL	3
C0030567	Parkinson Disease	Disease or Syndrome	D010300	Nervous System Diseases	disease of anatomical entity	disease	516000	C8orf4	56892	Q9NR00	chromosome 8 open reading frame 4	0.321	0.703	null	2.747267842131E-4	1.0	1	0	ALL	19
